timestamp,equity,cash
2017-08-17,10000.0,10000.0
2017-08-18,10000.0,10000.0
2017-08-19,10000.0,10000.0
2017-08-20,10000.0,10000.0
2017-08-21,10000.0,10000.0
2017-08-22,10000.0,10000.0
2017-08-23,10000.0,10000.0
2017-08-24,10000.0,10000.0
2017-08-25,10000.0,10000.0
2017-08-26,10000.0,10000.0
2017-08-27,10000.0,10000.0
2017-08-28,10000.0,10000.0
2017-08-29,10000.0,10000.0
2017-08-30,10000.0,10000.0
2017-08-31,10000.0,10000.0
2017-09-01,10000.0,10000.0
2017-09-02,10000.0,10000.0
2017-09-03,10000.0,10000.0
2017-09-04,10000.0,10000.0
2017-09-05,10000.0,10000.0
2017-09-06,10000.0,10000.0
2017-09-07,10000.0,10000.0
2017-09-08,10000.0,10000.0
2017-09-09,10000.0,10000.0
2017-09-10,10000.0,10000.0
2017-09-11,10000.0,10000.0
2017-09-12,10000.0,10000.0
2017-09-13,10000.0,10000.0
2017-09-14,10000.0,10000.0
2017-09-15,10000.0,10000.0
2017-09-16,10000.0,10000.0
2017-09-17,10000.0,10000.0
2017-09-18,10000.0,10000.0
2017-09-19,10000.0,10000.0
2017-09-20,10000.0,10000.0
2017-09-21,10000.0,10000.0
2017-09-22,10000.0,10000.0
2017-09-23,10000.0,10000.0
2017-09-24,10000.0,10000.0
2017-09-25,10000.0,10000.0
2017-09-26,10000.0,10000.0
2017-09-27,10000.0,10000.0
2017-09-28,10000.0,10000.0
2017-09-29,10000.0,10000.0
2017-09-30,10000.0,10000.0
2017-10-01,10000.0,10000.0
2017-10-02,10000.0,10000.0
2017-10-03,10000.0,10000.0
2017-10-04,10000.0,10000.0
2017-10-05,10000.0,10000.0
2017-10-06,10000.0,10000.0
2017-10-07,10000.0,10000.0
2017-10-08,10000.0,10000.0
2017-10-09,10000.0,10000.0
2017-10-10,10000.0,10000.0
2017-10-11,10000.0,10000.0
2017-10-12,10000.0,10000.0
2017-10-13,10000.0,10000.0
2017-10-14,9966.582697314061,12577.145170478507
2017-10-15,9997.420920681267,12577.145170478507
2017-10-16,9998.355346519727,9998.355346519727
